AAA;BBB;CCC;DDD;EEE;FFF;GGG;HHH;III;JJJ;KKK;LLL;MMM;NNN;OOO;PPP;QQQ;RRR;SSS;TTT;VVV;WWW;XXX;YYY;ZZZ
0.005689232;-0.015899242;0.042337257;-0.009786208;0.023118543;-0.035046404;0.034393245;-0.01156821;0.020087284;-0.008026141;0.029150836;-0.005745789;0.00980581;-0.010836126;0.01289719;-0.004754084;-7.69E-05;-0.011537093;0.010434608;-0.010195976;0.009277105;-0.004593536;0.011507293;-0.01153659;-0.010114411
0.006706245;0.000676568;0.01021915;-0.005950292;0.004147656;-0.002078416;0.002693573;0.002922114;-0.004345428;-0.00649326;0.001456264;-0.011808985;-0.06744747;-0.004956037;-0.071935088;-0.001616256;0.013924345;-0.011804543;-0.000866918;0.006403614;-0.00419179;0.001382608;0.002586362;-0.017637116;0.013766165
0.004868061;-0.003840535;-0.004058394;0.008381854;-0.003268101;-0.021323291;0.002251539;-0.005721883;0.034621094;-0.008701433;0.007026574;0.000593422;-0.004900508;-0.012078953;0.00474839;-0.007367321;0.001230673;0.014118598;0.000170644;0.004479825;-0.001194664;-0.002783535;-0.000226649;-0.006152019;0.003053128
0.006745895;0.001477344;0.017080514;-0.004599339;-0.000152271;-0.005166091;0.003619456;-0.003084382;-0.010614003;-0.003086967;0.045256553;-0.010856135;0.004408718;-0.005837683;0.02291159;0;0.015033653;-0.007908804;0.009157437;-0.009875821;0.004175447;-0.003100662;-0.002793474;-0.01151257;0.003384567
0.007344616;-0.005738916;0.009488104;-0.004099746;0.008095346;-0.012337838;-0.003120804;-0.000334897;0.006670948;-0.002338217;0.0121504;-0.009250207;-0.002479501;-0.00857879;0.004812789;0.010513034;0.007233435;-0.004679738;0.01637147;-0.001901539;0.010740538;0.004552186;0.003825462;-0.003969633;0.020882161
0.006096392;-0.006153331;0.005900653;-0.006221964;-0.001813471;0.003497503;-0.010401114;-0.006851833;0.018225721;0.000789666;0.022883109;-0.002302356;-0.024983844;-0.003780093;0.004262541;-0.010195811;0.026555044;-0.002971743;-0.004395985;-0.011787647;-0.00900681;-0.004010927;0.000647887;-0.00387946;-0.000398967
0.0025962;0.000912608;0.001298708;0.014362038;-0.005141885;-0.001609461;0.004528221;-0.009953956;0;-0.001567887;-0.00174853;-0.032487199;-0.005231893;-0.007235153;0.00577113;0.009371233;0.003808946;-0.035683361;0.007693268;-0.000272908;0.003521516;-0.002751228;0.007616359;-0.006344271;0.006553792
0.011721639;-0.007359601;0.012273828;-0.002832865;0.028231542;-0.019581072;0.004516009;-0.023022051;0.006818517;-0.008735493;-0.011574552;-0.010470136;0.01870022;-0.004947941;0.001787463;-0.027759091;0.017261777;-0.007701443;-0.009904708;-0.003954316;0.005517841;-0.003839497;0.001742024;-0.009570619;0.007886973
0.004739688;-0.00081506;-0.002994682;0.000230018;0.000326006;0.004884529;0.008410861;0.001849985;-0.00478218;-0.006683901;0.013246734;-0.003461409;0.003890991;-0.005607735;0.012281322;-0.009913051;0.003376382;-0.007433813;0.012212061;-0.002939263;0.003462502;-0.005055776;-0.004088118;-0.004437516;-0.006626894
-0.012325188;-0.00030312;-0.050888681;0.007802628;0.00181882;0.004548066;0.003418641;0.000134443;-0.001095985;0.002957861;-0.000495894;0.002501453;-0.009531281;0.001386327;0.003921463;0.010647994;-0.010745042;0.028837416;-0.011448434;0.006016161;0.010629052;0.000585297;-0.00936298;0.013610164;-0.003438534
0.003424172;0.001473238;-0.002034509;0.001038413;0.000809961;-0.025214624;0.005680643;0.004681799;-0.001252326;0.002680869;-0.01729645;-0.00161245;-0.000454516;-0.005519989;0.000667521;0.010241547;-0.000814165;0.003250083;-0.007041707;0.001589592;0.000685017;0.002068049;-0.001226015;0.000921692;0.005222792
-0.001448889;0.001947168;0.03090854;0.000977211;0.003598033;-0.012490995;0.002398976;0.001013096;0.013624786;0.000972651;-0.016623531;0.00245105;-0.010905699;-0.018169325;-0.006267955;0.002416132;0.001186372;0.012176483;-0.013020826;0.001613629;0.001524382;-0.001540118;0.00568573;-0.002020878;0.010153392
0.000834939;0.005693117;-0.029311616;-0.000870984;-0.00105525;-0.004489716;0.004527441;-0.00465167;0.006919505;0.001020779;-0.013408598;0.001619459;0.003648462;0.001219331;0.005059422;0.000723635;0.004564524;0.012371081;-0.005318482;-0.002503186;-0.003690392;-0.002583171;-0.003865255;-0.011774634;-0.01400325
-0.008813387;0.005615273;-0.005797573;-0.010239397;0.003243611;-0.007757193;0.000631756;-0.001582508;0.009337455;0.008943144;0.001718697;-0.012854909;-0.005091036;-0.001782888;0.004096574;-0.002864344;0.023415131;-0.008038081;0.002249662;-0.001088395;0.007127281;0.001728662;-0.008071659;0.005740104;-0.001478921
-0.002092244;0.006598868;-0.003811651;-0.004434319;0.007042217;-0.008127205;0.00058907;-0.00492642;0.020184161;-0.0003087;-0.002815224;0.016366227;-0.000133438;0.006857732;-0.00049686;-0.029244857;0.0001108;0.00265535;0.005791954;0.005647782;0.002954258;0.008557609;0.000377618;0.007592987;0.005499107
0.006171546;0.003324564;0.104342421;-0.002929321;-0.002171912;0.004255656;-0.007260491;-0.012742513;0.001116241;-0.002674297;0.034918469;0.014381392;-0.000505253;-0.000158665;-0.003890669;-0.034978704;-0.017789813;0.014982689;0.000112698;0.007735683;-0.003910687;-0.004780406;-0.002388705;-0.005094752;0.021002064
0.018636042;-0.01049855;-0.018458039;-0.008928521;0.008728743;-0.007261812;0.029704714;-0.015214172;0.008290402;-0.007711217;-0.019522161;-0.007218209;0.017966583;0.003419045;0.015033536;-0.000812354;0.009143354;-0.007351171;0.026983553;-0.008385077;0.004980366;-0.004968911;0.004483661;-0.001783155;0.007910255
-0.025010987;0.01758389;0.008983859;0.019609618;-0.020932552;-0.00309789;-0.012877692;0.015060183;-0.005469349;-0.001889644;-0.058607177;0.019850626;0.001749169;0.01087239;-0.013210457;0.013342252;-0.002266269;0.013803787;-0.007037306;0.003055574;-0.006717212;0.001190978;-0.00055736;0.001056058;-0.004217652
0.002393794;-0.007002154;-0.005969471;0.001785613;-0.003531828;0.001496633;0.004565091;-0.004840817;-0.005152239;-0.00997978;-0.00544018;-0.000479252;0.000634699;-0.028123418;0.004143951;0.01517929;-0.004767057;0.003292186;-0.004028441;0.000953864;-0.00290491;-0.010454811;0.000767503;-0.001557284;0.003257837
-0.002204019;-0.014765176;-0.004526048;-0.006893992;0.005098266;-0.013858776;0.010748396;-0.003350453;0.005170839;-0.007773781;0.004476384;-0.00314688;-0.00017678;-0.000135432;0.013416335;0.000154753;0.00700119;-0.010996926;-0.002044159;-0.003506453;0.003807447;0.001550388;0.006200061;-0.002044983;-0.004360006
-0.00053665;-0.012874938;-0.001673479;0.007864878;-0.008929279;-0.001957848;-0.00908649;0.006245377;0.01185056;0.009502547;0.060741054;0.000492403;-0.020723171;0.002287555;-0.0049252;-0.005773928;-0.018096631;-0.000479316;-0.043416479;0.00532517;-0.044981407;0.006071549;-0.006660728;0.007384135;-0.019463198
-0.162554352;-0.009842387;0.000810053;0.020258258;-0.122259556;-0.007872895;-0.000179252;-0.005856806;0.010307217;0.000525409;0.044108815;-0.002749078;-0.003417172;-0.002817145;-9.94E-05;0.009593743;-0.008641263;0.016194803;0.038508273;0.005176858;0.007929738;0.001711393;0.000457888;0.008401375;-0.011600524
-0.00716951;-0.003148641;0.007643052;0.019053471;0.001616182;-0.005205058;7.31E-05;-0.000162243;0.006300046;0.005062303;0.018047013;0.006049171;-0.014182418;0.002460479;-0.005623477;-0.021543166;-0.00643608;0.011291021;-0.00321002;0.006501784;0.001138;-0.005867997;0.001989489;0.005416352;-0.001241758
-0.019543374;0.010376007;-0.003336052;0.003748056;0.021319296;-0.003389513;-0.004332989;0.017343423;0.0145524;0.006363295;-0.001850217;0.010754182;-0.004727044;0.007989689;-0.000410957;0.004746989;0.004786241;0.003399964;-0.009681943;0.00419078;0.020477225;0.002540659;0.001657908;0.033527269;-0.001308459
-9.46E-05;-0.001458277;0.00041078;-0.004040783;0.001378756;-0.004279884;-0.009088725;0.05316268;0.002671083;-0.0096454;0.065973407;-0.007965439;0.01973081;-0.007227948;0.005579597;-0.002037996;-0.004062099;-0.003347144;0.004159556;-0.00752858;0.001945229;0.000691793;0.003171858;-0.007418813;0.005242117
0.012230839;-0.013316451;0.013953464;-0.01981449;0.005896153;0.001687891;0.009502969;-0.022754443;0.007126049;-0.00304707;0.006111639;-0.01041623;0.002030693;-0.017083576;0.015579511;-0.001119713;-0.004246283;0.003110504;0.002562264;0.001999083;0.002371526;-0.00367139;0.02647828;-0.030075346;0.021250426
0.001444113;-0.003071413;0.000461064;-0.000705297;0.000230034;-0.02695033;0.002350455;-0.005002649;0.014758772;-0.022937283;-0.005959279;-0.012610488;0.012146282;-0.013986629;0.009511325;-0.000150414;0.01070626;0.002193697;0.012957788;-0.004754683;-0.003564941;-0.007163053;0.002409713;0.001474301;0.008081738
0.000250689;0.002805662;-0.003512328;-0.003661937;-0.005406303;0.007591419;-0.006983687;0.016653129;0.000186621;0.00335272;0.017486876;-0.001610823;0.00108495;-0.00239631;0.005545958;-0.003570752;-0.002593128;0.07195427;-0.007818342;-0.005041837;0.001989926;0.001899877;0.003302978;-0.023669349;0.002004462
0.004826402;-0.007743803;-0.012872419;-0.010422527;0.014707964;-0.012586839;0.007630775;0.00891546;0.026336269;-0.001197808;0.025765391;-0.006091821;-0.003821495;-0.008053114;0.009613053;-0.002478551;-0.000123944;-0.009304751;0.005188635;-0.007469532;0.02614038;-0.001650254;0.004887886;-0.007512394;0.015203017
