AAA;BBB;CCC;DDD;EEE;FFF;GGG;HHH;III;JJJ;KKK;LLL;MMM;NNN;OOO;PPP;QQQ;RRR;SSS;TTT;VVV;WWW;XXX;YYY;ZZZ
0.006117681;0.006360841;0.006102057;-0.007779402;0.034585881;0.002908401;0.004771213;0.00885236;0.015927442;-0.008582469;-0.0142709;-0.00537096;0.010697174;-0.013332085;0.004157084;0.001451888;0.025605963;-0.007937556;0.003870767;-0.003843267;0.012463207;0.005671419;-0.001705722;0.002214453;0.002184433
0.008908819;-0.002855033;0.004671992;-0.013529256;0.004375757;-0.011844853;0.001874974;-0.010840861;0.000300573;-0.007969272;0.015157499;-0.020280374;0.002111098;-0.008268249;0.006148075;0.002930419;0.005536744;0.02016924;0.008278616;-0.00537599;-0.000145152;0.007136414;-0.00342222;-0.019601014;0.004428543
0.014509947;-0.00069916;0.010242736;-0.017304025;0.020384537;0.052582549;0.013048296;0.035493903;0.015787448;-0.00200302;0;-0.005984534;-0.003195373;-0.009773596;0.004148394;-0.011551442;0.006955171;-0.024885031;0.005195721;-0.007855256;0.008749551;-0.00128106;0.003814428;-0.018135817;0.009905437
0.001312744;-0.003574822;-0.029032561;-0.00227306;0.005410117;-0.005398325;-0.006905266;-0.008095193;0.002274624;-7.25E-05;-0.022336182;0.003211384;-0.007639994;0.001286011;0.009912726;-0.004441893;0.009073433;0.009585317;0.013893343;-0.002659403;0.004031589;0.000695663;0.001244169;-0.009057709;0.005727425
0.002905472;-0.004412599;0.013224726;-0.011469239;0.000289614;0.006017006;0.003528438;0.007310184;0.009292987;-0.00438139;0.028784845;-0.006243358;0.008935844;-0.002151299;-0.004061601;0.000101778;-0.004298509;-0.00665593;0.015481244;0.010040001;-0.003472226;0.001741243;0.003341105;-0.014644702;0.00181022
-0.005413423;-0.013845136;-0.00293837;-0.000741952;0.003299017;-0.00632598;0.003215358;-0.000188701;0.006725796;0.007646476;-0.008955526;-0.003885175;-0.007387173;0.004957952;-0.004456521;-0.002026089;-0.006972198;-0.009412327;-9.16E-05;0.006895266;0.00397539;-0.006123661;0.000877621;-0.010184727;-0.001975376
0.007854319;-0.045100584;0.010590249;-0.011275495;0.014111316;-0.019798581;0.027533035;-0.010333892;0.00627371;0.018735145;0.007894429;0.003318552;0.006413393;-0.017378393;-0.016623772;-0.002877555;-0.010052742;-0.048737306;-0.020689397;-0.004895863;0.004216978;0.004174695;0.003726761;-0.003351118;-0.000735677
0.016115677;-0.005688106;-0.029795276;-0.004748706;0.009534612;0.000227402;0.00436161;-0.003697304;-0.000667854;0.003767512;-0.008200174;0.003307591;-0.001608316;0.004509692;-0.002138084;0.010384555;-0.012544672;0.005906769;-0.003787522;0.003683902;-0.00643438;0.003877244;-0.001980995;0.001167662;-0.034546445
0.002196024;0.005229013;-0.005147014;-0.001813362;0.007406263;-0.001292109;-0.004244718;0.003436131;-0.01555803;0.003091168;-0.017805403;0.003332673;-0.018525985;0.016938892;-0.004668465;-0.006850775;-0.001704554;-0.013057135;-0.000263705;0.005329075;-0.019193923;-0.008189418;0.003708582;-0.005076849;-0.011202489
-0.004037456;0.002096199;-0.001260164;-0.010418806;-0.00435756;0.007361709;0.001477717;0.020150699;-0.003783967;-0.002809714;-0.00709358;0.057423411;-0.006872276;0.000450885;-0.001629272;-0.019220936;-0.001287465;0.002780757;-0.005079263;0.04917107;-0.006995342;-0.000628175;-0.008021567;-0.008964586;-0.001787535
0.004662133;0.0006807;0.005087957;-0.004363601;0;0;-7.83E-05;0.022922919;0.006064041;0.005930382;0.030258368;-0.002988639;-0.014280882;0.001219254;0.010175534;0.01021926;0;-0.002113318;0.006739641;0.008557762;0.00664434;-0.001905237;0.002709982;-0.007384648;0.005977595
-0.012300156;-0.000486456;-0.002636787;0.002901312;0.002280863;-0.00400338;-0.013063404;0.018621988;-0.00364258;0.005243079;-0.017400295;0.004142061;-0.009361664;0.004215814;-0.003720056;0.002303946;-0.003828805;0.002862048;-0.008422535;0.001338239;-0.008744611;-0.003633864;-0.001757734;0.006205448;-0.010253756
0.006384808;0.000464763;0.002272123;-0.004064775;0.007561534;-0.000896211;0.007963913;0.026032579;0.002047039;-0.00415098;0.003556583;0.00288055;-0.009549604;-0.000482085;-0.002162041;-0.000791372;-7.89E-05;-0.017423459;0.018646454;-0.003016328;0.007075968;-0.000387142;0.005898375;-0.006483527;-0.000953652
-0.002833403;0.016670036;-0.004632913;0.009837084;-0.003710681;0.006884452;-0.004132489;0.013125256;-0.005885461;0.007892107;-0.010124722;0.006907459;-0.004694488;0.02697032;-0.007753745;0.032335162;-0.008955805;0.025720046;-0.007837363;0.008623468;-0.000645193;0.012377392;-0.00177743;0.009051234;-0.011310384
0.008661118;-0.01876913;0.019220709;-0.009556435;0.01350644;-0.064148643;0.009195517;-0.003532967;0.011388732;-0.03726748;-0.005828258;-0.001277318;0.003973505;-0.009293152;-0.008837401;-0.009561151;0.062462674;-0.015750244;-0.007962661;-0.002650062;0.005016551;-0.008082092;0.004203522;-0.007122921;-0.006221454
0.012450158;-0.002411207;0.002642544;-1.03E-05;0.003707087;0.006607844;0.001183677;-0.009692671;-0.009756992;0.004640335;-0.010285438;0.003321879;0.020212644;-0.003440714;0.004079563;-0.001250885;-0.001047807;0.009661877;-0.001073094;-0.002610664;0.004736567;-0.000604696;-0.003860847;-0.005033267;0.018770611
-0.007645063;-0.011047085;0.002730773;-0.008925432;0.015387555;-0.000414178;0.008016784;0.000600369;-0.016165499;-0.021667377;-0.001147763;-0.003934743;0.027793534;-0.012850138;0.015984862;0.017683263;0.011752329;-0.009579836;-0.006484883;-0.004768082;0.009222696;-0.01007621;0.002813104;0.001443283;-0.012478226
0.001903277;-0.009340807;-0.000933258;-0.003883933;0.003809323;-0.007606388;0.005491195;-0.005285307;-0.007792811;-0.00552316;-0.015415002;0.006373286;0.008948286;-0.004723444;0.001512145;-0.00918543;0.000258285;-0.009183735;0;-0.006799685;-0.002671738;-0.000641126;-0.002689729;0;0.003063762
0.000148864;-0.00127999;0.000890278;-0.011895212;-0.006037287;0.013616783;-0.000390564;0.00336929;-0.01746824;-0.002135994;0.005337231;0.000690949;0.010496051;-0.006456028;0.001105185;0.003321133;0.002343194;-0.013371028;0.004629625;0.003295833;0.000266936;0.002166757;0.006831507;0.002846079;-0.001314734
-0.008741309;0.013741584;0.003978526;0.001014029;0.001010941;-0.00615437;-0.004268586;0.003772356;0.011080286;0.00688135;-0.073064498;0.005593207;-0.016401476;0.010450593;-0.017242007;0.012106791;0.000720556;0.012372004;-0.012997244;0.002333904;-0.013076201;-0.000708731;-0.00920914;-0.00101105;-0.008497809
0.009187287;-0.002957325;-0.00745525;-0.006145871;0.007210148;0.011108981;0.021364343;-0.015859087;0.008856926;-0.00143847;-0.014138808;0.002204432;-0.050276679;-0.014400186;0.00982475;0.009716777;0.007783738;-0.001241104;0.015233141;-0.009103884;-0.004682402;-0.008555615;0.00805349;-0.018925585;0.006837238
-0.004996919;-0.001207221;0.005987765;0.00426507;-0.002661573;-0.008442433;0.000676085;-0.012450059;-0.008199033;-0.002680987;-0.004411088;-0.00062515;0.00779689;0.002625401;0.000332858;-0.013297705;6.03E-05;0.004396156;0.003102722;0.010027442;-0.011216596;0.005319097;-0.00076871;0.000963602;-0.009205896
-0.005059975;0.02220844;-0.008713645;0.008409238;-0.005566551;0.02850414;-0.008174103;0.016132165;-0.010667798;0.020552251;-0.007690211;0.001647436;0.006157219;0.005463771;-0.011904153;-0.011139719;-0.004583246;0.014847038;0.000709327;0.004236919;0.000360703;-0.011851863;-0.003961067;-0.00113848;0.00217426
-0.005136664;0;-0.021169798;-0.000148725;0.001928139;0.00244343;0.002256197;-0.000623384;0.001760534;0.000252058;0.014550333;-0.005618239;-0.003694976;-0.001606244;-0.006150917;0.000394292;0.001434391;-0.000981457;0.002754937;-0.001079875;0.002549959;-0.002328264;-0.002310676;-0.000397951;-0.013648576
-0.015195972;0.016778833;-0.024920991;0.011730014;-0.025594266;-0.016503875;-0.014459796;0.01094081;-0.022229697;0.007185778;-0.019670033;-0.007150288;-0.00978422;0.017062697;-0.004400334;0.014331797;-0.013813824;0.015671868;-0.006492741;0.003946101;-0.007461089;0.010832323;-0.006356239;0.013025338;-0.022341807
0.002467354;0.002725155;-0.004554094;0.004276284;-0.00176981;-0.007215146;0.000632622;0.009541077;0.000456431;-0.00170178;0.009719618;-0.015092714;-0.002731495;-0.008849298;-0.003161699;-0.009919144;-0.001354402;-0.005379281;0.002040697;-0.000151019;0.002226896;0.001290948;-0.010805726;0.004356312;-0.005894232
-0.006480978;0.002518777;-0.00444733;0.005256045;-0.009325601;0.018903558;0.001642116;0.010748344;-0.015384069;0.000220672;0.008485254;-0.007316265;0.003058617;-0.000608568;0.002858868;-0.018558278;-0.007634483;0.003399964;-0.000478135;0.008629161;-0.006065287;-0.000218086;-0.004018948;0.01384094;0.002086019
0.009915849;-0.005656039;0.011574006;-0.004690254;0.007256194;-0.001061249;0.013318189;0.005302294;-0.001511634;-0.002708365;0.003833394;8.98E-05;0.001041679;0.000743948;0.005216701;-0.00773401;0.003095535;-0.003906953;0.001690675;-0.003355161;0.00470632;-0.003390573;-0.000762515;-0.008293468;-0.004600977
-0.005786449;0.002698632;-0.024002534;0.00165055;-0.00525731;0.007648692;-0.016104578;0.010552329;-0.005440067;0.003741067;-0.006178887;-0.010079322;-0.00525899;0.005637122;-0.010784159;-0.003494546;-0.003730676;0.00124731;-0.003302128;0.005337506;-0.005162131;-0.001198164;0.002556493;0.026229686;0.003491932
0.000719788;-0.00987302;-0.005118008;-0.001421562;0.001706614;-0.012832067;-0.012458433;-0.009344663;0.005455466;-0.000849465;-0.035635681;0.00509395;-0.003860316;-0.007226843;0.002201279;0.02101;0.002604531;0.001100685;-0.002138401;-0.003547106;0.002094125;-0.002467918;0.000671475;0;0.000634403
0.016656738;-0.01672638;0.004573172;-0.0096113;0.010092809;-0.02034672;0.017252037;-0.011785352;0.008337495;-0.006777601;0.033979518;-0.003100094;0.009836513;-0.016248521;0.006283297;-0.005381866;0.003760649;-0.032764639;0.005100575;-0.002353208;0.003930253;-0.01135278;0.001057785;-0.005572139;0.001940396
0.011260463;-0.002342413;0.006256799;-4.17E-05;0.014711905;-0.001547796;-0.002638809;-0.005271954;0.010593848;-0.005447253;0.000270791;-0.003692558;-0.005268472;-0.002664828;0.008798461;-0.004221607;0.008068577;0.008415543;0.013211778;-0.001843123;0.000943718;-0.007890864;0.006906225;0.001034037;0.00842909
-0.003867822;0.024448923;-0.018329492;0.001740627;-0.003463197;-0.003780549;-0.021847647;-0.001832084;-0.007264512;0.005670504;0.009112456;0.001296457;-0.002160548;0.006029866;-0.005660539;0.011666786;-0.010462076;-0.000877723;-0.004533601;0.000428566;-0.001756091;0.01348236;-0.007626885;-0.008112725;-0.014265942
0.01065051;-0.02463643;0.005190625;-0.004675775;-0.003364279;0.017637505;0.008570442;0.008574601;-0.002559085;-0.00290765;-0.005928238;0.009814833;0.006394526;0.001165332;0.002105871;-0.000218217;0.00460033;-0.00452488;0.005503112;0.003333422;0.01187891;-0.002359678;0.001802015;-0.010251226;0.006495978
-0.010647981;-0.007605132;-0.0023666;0.0060217;-0.005407597;0.006820387;-0.001120681;0.011657049;-0.005156912;0.003385468;-0.014997395;0.008226169;-0.014405423;0.007497291;-0.013930125;0.007456038;-0.006155266;-0.005200186;-0.009648689;0.003224127;-0.003324946;0.008950234;0.000143192;0.002852019;-0.00331375
0.001137552;-0.005568747;0.023569801;-0.002356186;-0.000148388;0.004244908;-0.007107317;0.000724341;-0.001695434;-0.002703654;0.014419763;0.00120586;-0.009129775;0.00497147;-0.002535293;0.002504365;-0.00014482;0.00316119;0.015562392;-0.003492244;-0.007527762;0.004641941;-0.016314949;0.002131947;-0.013260661
0.003123537;0.000212615;0.02359025;-0.00608368;0.005883955;-0.012797945;0.017708281;-0.015955424;0.021115718;0.012520566;0.023757624;0.011328139;-0.006264324;0.000336313;-0.003012793;-0.002549391;-0.005112792;0.009299777;-0.016420311;0.00331109;0.001138229;-0.001190161;0.005018549;0.008017958;0.005076347
-0.010624155;0.02800599;-0.004480442;0.013077061;-0.011112279;0.033422287;-0.008622947;0.022264798;-0.011480746;0.030389635;-0.013194838;0.017888048;-0.015758471;0.03192213;-0.011467516;0.007788845;-0.01871509;0.095727413;-0.013895624;0.006604244;-0.005448218;0.002456941;-0.014179261;0.014585754;-0.008376822
0.006107037;0.000430166;0.015935121;0.001329398;-0.00309992;0.000611392;-0.003050448;0.003634434;0.000615368;-0.006146524;0.042295922;-0.002920453;-0.000473154;0.002185798;0.003725042;0.006237491;0.004500015;0.033971467;0.002939584;0.00472115;-0.004374087;-0.022551772;-0.005377036;-0.010832385;0.008478201
-0.008340101;0.00639529;0.00153752;0.001427896;-0.00745758;0.006934739;0.00058534;0.007265192;0.008722703;0.003032372;-0.01986642;0.000540138;-0.005557625;0.004502597;0.005886409;0.002833065;-0.023382108;-0.000502698;-0.0002709;0.007444281;-0.001549073;-0.002739022;-0.007131763;0.000901947;0.003647576
-0.000899351;0.003999712;-0.002985835;0.001861582;0.00138412;0.000898366;0.001611701;-0.001061868;-0.01538803;0.004765559;0.051758636;-0.007384926;0.009633531;-0.004657313;0.002377561;-0.000756423;-0.003274444;-0.013425917;0.00454112;-0.000173516;-0.005519514;0.001731382;0.002559448;0.003577242;-0.013862111
-0.001851457;-0.002013853;0.003127521;0.001136831;-0.000109133;0.008340996;-0.001734976;0.01988233;-0.008312433;-0.004320269;-0.01362314;-0.017282189;-0.003576331;-0.005376323;-0.001946661;-0.01427395;-0.005752211;-0.007803385;0.008718404;-0.010219972;-0.001629421;0.00341546;-0.003410201;0.006569984;-0.005459441
0.001428582;0.00258976;-0.003173409;-0.005070135;-0.001860647;0.013043055;0.000696833;-0.019406423;-0.004282637;-0.009485959;0.003123249;-0.001653771;-0.004933438;0.002339087;-0.006155671;-0.01136519;0.015556422;-0.010632326;-0.001981037;-0.021181074;0.004109959;-0.000216729;-0.006337575;0.017100914;0.00555936
0.010972584;-0.010163526;0.006859781;-0.007615111;0.000917659;-0.003972362;0.008229446;-0.006034953;0.009119511;-0.003061854;0.053279458;-0.004577756;-0.00554453;-0.01957957;0.029189507;0.000478838;0.031158215;-0.00518887;0.001972559;-0.004815515;0.018809898;-0.006579616;0.014746481;0.003379238;0.017529596
-0.007444365;0.001672449;-0.028856456;0.006803992;-0.004326616;-0.007664056;-0.007357803;0.007500088;0.013380182;0.005326736;-0.040363225;-0.021754237;-0.00470238;0.007851935;0.010245506;0.017941511;-0.005901415;0.002577089;-0.013400764;-0.003520274;0.007930412;0.00357848;0.00593544;-0.008323852;0.003878827
0.011625668;-0.026228676;0.007537785;-0.012178992;0.001129994;-0.019123059;0.000721712;-0.011325479;0.004622643;-0.021819489;0.008854891;-0.010665525;0.000283177;-0.029756671;0.003637065;-0.010352749;0.005626517;-0.028022772;0.007763384;-0.003155884;0.004214367;-0.009757882;0.008478212;-0.011617845;0.023158413
0.016732049;-0.029702123;0.035679648;-0.020918427;0.012867875;-0.008068396;0.009618926;0.000868087;0.011859327;-0.028617202;0.024580077;-0.00838835;-0.000315631;-0.018346723;0.013689723;-0.010971549;0.008956177;0.002474477;0.007259924;-0.007090975;0.004126003;-0.00579825;0.006946974;0.0006309;-0.000849071
-0.023911214;-0.002263055;0.004811127;0.014700693;-0.001932792;0.000243575;-0.003731094;0.005797454;0.002967292;0.000145045;0.00329205;-0.000216004;0.02423481;0.004066273;-0.004209576;-0.0050675;-0.000590162;-0.006382797;0.005230695;-0.000681999;-0.007551296;-0.021903097;-0.002550937;0.001414427;-0.005686452
0.01162466;0.000817481;1.349937088;-0.000978881;-0.003768286;-0.006475736;-0.001923422;-0.003746732;-0.001658033;0.006836586;0.020039697;-0.000120384;0.006700361;0.001178334;0.003708216;-0.013562774;-0.004603317;0;0.000798209;-0.001184361;0.013733186;-0.007550545;0.003554853;-0.011120238;0.009369995
0.014779783;-0.008172969;0.092690374;-0.037926437;0.009433649;-0.014919512;0.002718765;-0.01623769;0.003413769;0.003753091;0.005587693;-0.01289495;-0.000882813;-0.003614365;-0.003133113;0.005881858;0.001600121;-0.006190009;0.00518887;-0.002688127;0.005960015;-0.011548296;0.002374191;-0.005902011;0.012794857
0.014404968;-0.030414841;-0.005625865;-0.18308485;-0.000786282;0.004088101;-0.003182298;-0.006605094;-0.013280244;0.001682485;-0.016844984;0.022022903;0.002386259;-0.004221951;-0.003052638;-0.015351327;-0.010891431;0.009776946;-0.008452384;0.007351227;-0.003919605;0;0.001318974;0.005442272;-0.005381364
-0.007098138;0.01705874;0.041254667;-0.007185859;-0.004343256;-0.010411426;0.000134168;-0.000266169;0.00855505;0.003442232;-0.009160104;-0.005965091;0.010107664;-0.008171085;-0.003327161;-0.010642334;-0.008116205;-0.010426311;0.02145961;-0.0019177;0.002130735;-0.002005175;0.017457496;-0.001698887;-0.001267156
0.000140521;0.003049941;-0.021612998;-0.000996155;-0.005241604;0.002842695;0.013557534;0.013257986;0.009014096;-0.004285313;0.005672644;-0.006878178;0.01020841;0.002672919;-0.003104426;0.015813882;0.000729918;-0.007869565;-0.014821543;-0.004526086;0.006515261;-0.001426408;0.017725178;-0.000214757;0.003673072
0.000309477;0.015214547;-0.004367634;0.000204517;-0.020980257;0.021351209;-0.002751985;-0.00036676;-0.002147119;-0.02435616;0.010630903;-0.01025446;0.00074872;-0.014620197;0.002906174;0.003279006;0.005101224;-0.005811283;0.00755044;-0.003898458;-0.004876811;0.006865842;-0.00958672;0.002383941;-0.005283646
-0.007827512;0.020446256;-0.011584058;0.018709971;0.007757507;-0.015113121;-0.001022669;0.015586419;-0.000218045;0.00941173;-0.139458591;0.010929422;0.000500174;-0.008791817;-0.001557695;0.003337093;0.003151078;0.013014034;-0.112045164;0.006120075;-0.00621831;-0.008471817;-0.011154056;0.005016842;0.007728562
-0.102926496;0.007603095;0.004690209;-0.018290154;0.004067625;-0.005702666;-0.002848925;0.01309571;0.020991398;0.000915031;0.010420064;-0.006137074;-0.006748085;-0.009685762;0.013568736;-0.007971794;0.023371751;-0.003101499;0.000592012;-0.007222838;-0.011622679;-0.003974658;-0.014392969;-0.005594033;0.002656782
-0.004613976;-0.02667259;0.018498519;0.003689638;0.015896638;-0.005207705;0.008949998;-0.012441119;-0.012644944;-0.017193715;0.016328696;-0.007928683;0.045923809;-0.014716214;0.0138498;-0.003217618;0.032340767;-0.04423929;0.034599544;-0.001745022;-0.001075447;0.003618851;0.005049868;-0.001792956;0.008279382
-0.004928494;-0.008005679;0.002465478;-0.001298382;-0.000106793;-0.014569637;0.00460116;-0.020029892;0.010311066;0.001548171;-0.000306507;-0.010461471;0.000933878;0.002652468;0.010513823;-0.010574744;0.006199827;0.001523316;-0.004003599;-0.011052375;0.000141135;-0.000222259;0.003024503;-0.018341275;0.009460548
0.005161603;-0.012126477;0.001049237;-0.007672139;0.019010694;-0.008291508;-0.002636663;-0.001498997;0.001581509;-0.001980014;0.010840551;-0.018660004;0.008037592;-0.004174258;0.004677733;-0.009655157;0.023514816;0.006206117;0.02353164;-0.002215508;0.009563655;-0.002022594;0.003048871;-0.009251118;0.029637819
-0.009860569;-0.010364099;-0.045135578;0.000505626;-0.008575771;0.001399202;-0.014179793;-0.00342109;0.002338101;0.001107952;0.03372007;-0.000672231;-0.010992307;-0.001761157;-0.000632807;-0.001327533;-0.004433561;0.016909276;-0.004657381;-0.000469616;-0.002143691;0.006914631;-0.001341905;0.00215038;-0.002946649
0.000779769;-0.007910304;-0.029947826;-0.010172059;0.002638149;-0.002184401;-0.010544732;-0.000750103;-0.000948204;-0.002960452;-0.003409457;0.010489988;0.007215772;0.003582866;0.006374965;-0.005950187;-0.005034504;0.000687223;0.016223616;-0.002289743;0.001183326;0.002213287;-0.002393741;0.00256142;0.009169634
-0.001170056;-0.001521736;-0.007472365;-0.006034095;0.001316399;-0.01860979;-0.003497953;0.007991286;0.001929374;0.00505243;-0.014150475;0.004664698;-0.00350135;0.014135504;0.00035946;0.001605156;-0.009909695;-0.027547295;-0.00813498;-0.001878756;-0.001290014;-0.000354608;-0.000706872;0.003947274;0.006193847
-0.003659187;0.001045552;0.067422957;0.002132758;0.009650811;-0.004839415;0.007403349;0.005226607;0.001715105;0.001489128;-0.024364264;-0.012349291;0.01013002;-0.012458349;0.001661118;-0.012233031;0.005086799;-0.015750244;0.025657521;-0.000664737;-0.001441108;-0.020418889;-0.00514742;-0.001281848;0.000638289
-0.01052912;0.01210302;-0.01415888;0.012773192;-0.000926209;0.004967703;-0.010805224;0.004959161;0.000378031;0.005659131;-0.007098517;0.004863163;-0.031482614;0.005636283;-0.0025026;-0.001633044;-0.000348462;-0.007766319;0.000301475;0.009673785;0.00031857;0;-0.003636882;0.003904603;-0.01148736
0.017413038;-0.012634896;-0.015023082;-0.001066559;0.025067234;-0.005809463;0.009857806;-0.018323567;0.00465443;-0.012212475;0.016079741;-0.024460183;0.048105912;-0.021663534;0.010937211;-0.007211375;0.020401452;-0.025036562;0.010152923;-0.00613856;0.011795946;-0.006409022;-0.004991063;0.001588209;-0.002798215
-0.006298014;0.005862491;-0.013117539;0.012718844;0.001245145;-0.078979426;0.003393564;0.0003127;-0.002175366;-0.003319885;-0.007349213;-0.001320712;-0.001447928;-0.00392487;0.00134997;0.009702568;0.000570957;-0.000749434;-0.008280062;0.023548576;-0.0004246;0.003246558;-0.001896697;-0.002543219;-0.001469928
0.002417619;0.00109171;-0.002478929;0.003042986;0.011500126;-0.023467546;0.006974993;-0.014930054;0.023813858;-0.01129391;-0.007541186;-0.032725862;0.019504034;-0.010464358;0.006547236;-0.017966261;0.021734425;-0.012031384;0.015539243;-0.003963586;0.015149373;-0.006777986;0.004671608;-0.007354105;0.014514024
-0.004456348;-0.003158659;0.002598849;0.020244839;0.013291354;-0.0028307;-0.003681293;0.002440392;0.015481516;0.00049827;-0.032343007;-0.004543468;0.006890823;0.002159189;0.014768474;-0.002617481;0.014386675;-0.000608515;0.016881333;0.003039625;0.002535585;-0.009488324;0.017637247;-0.010100346;0.010891228
0.002018246;0.003785567;0.022549301;-0.001694265;-0.004858977;0.001579514;0.001173237;-0.007582544;-0.011502167;-0.005837774;0.013145413;-0.001982232;0.002589289;-0.004755371;0.002462277;-0.008165374;0.028803995;-0.004085089;0.002796998;0.008247375;0.012583352;-0.000402638;-0.008394642;-0.029445942;-0.01376059
0.003975565;0.008921712;0.012771821;0.003200306;-0.000119748;0.009324612;0.002823181;-0.003422663;-0.011319471;-0.015328829;0.006605515;0.005082066;0.003466515;-0.005211218;0.002380479;-0.007030687;0.002364017;0.025625473;-0.002986701;0.004398993;-0.003464572;0.010001488;-0.002359242;0.010892141;-0.002088072
0.002186299;-0.012962741;-0.00252274;-0.000699552;0.003593028;-0.001045369;0.019473594;-0.015103784;0.003231915;-0.012720298;0.009667386;0.000544006;0.019292345;0.001320239;0.006074466;-0.009447023;0.001382402;-0.013710451;0.021792086;-0.002562886;0.004411333;0.004818126;0.002235554;-0.00903887;-0.0029605
-0.007639226;-0.002520102;-0.010725168;0.003184;-0.007472365;-0.003096253;-0.00509135;0.007991802;-0.002274498;0.00099013;-0.001182771;0.003320647;0.018212241;0.004350491;-0.0120768;-0.010301052;-0.007774876;0.010096506;-0.012903506;-0.0036451;-0.005806209;-0.001110347;-0.003126014;0.000271233;-0.003854328
0.000459528;0.012023523;0.007203939;-0.004489187;0.001300153;-0.012231793;0.002533738;-0.012420752;0.007210523;0.010266107;-0.019662219;0.023062942;0.001302672;0.001462658;-0.004489591;-0.001110475;-0.007816101;-0.003990352;0.003773374;-0.02143901;-0.004303746;0.003000926;-0.002985946;0.007661548;0.027309682
-0.001904887;-0.000995337;-0.009048719;-0.007976944;-0.006810293;0.002645552;-0.006313566;0.008223911;-0.009303289;0.002740291;-0.010858816;-0.016619582;-0.01327068;0.005346407;0.010582336;0.007988362;-0.001377508;-0.008074078;-0.001236281;0.014518539;0.000141026;0.000442703;0.001079364;0.008203429;-0.000865903
-0.029970439;0.035058084;-0.050920411;0.026464437;-0.018878824;0.025216137;-0.020695212;0.074237026;-0.027231524;0.005264114;-0.016388951;0.043591771;-0.017645534;0.027734391;-0.003609396;-0.02043454;-0.023393783;0.021772345;-0.011977673;0.002513491;-0.011005273;0.007667368;-0.00497777;0.025778227;-0.015837498
0.028570052;-0.028518021;0.086841354;-0.026429611;0.03954068;-0.017699193;0.052085946;0.009406519;0.024288107;-0.029267686;0.014429737;-0.020242109;0.01290502;-0.025931277;0.023451146;-0.008869788;0.024008132;-0.013862919;0.037119482;-0.013565668;0.011464842;-0.006326636;-0.007993518;-0.022088986;0.01802415
0.04454813;-0.029454307;0.086742685;-0.034888119;0.022496934;-0.022476478;0.073904369;-0.054345804;0.008051159;-0.014947178;0.080747487;-0.044646482;0.013917783;-0.01482061;0.033926041;-0.007910478;0.023554393;-0.022443857;0.057538909;-0.03639784;0.021070262;-0.014774217;0.062956421;-0.060823708;0.033981076
0.003610888;-0.012140516;0.022659169;0.008726465;-0.016483961;0.023105462;0.001952518;-0.000103912;-0.008159029;0.038549693;-0.020586747;0.001439414;0.005466708;0.007138043;-0.009020705;-0.003199242;-0.007807682;0.010463124;0.005180289;0.009060324;-0.009940472;-0.005642514;-0.002834982;-0.01876394;0.007177535
0.044384006;-0.060567221;0.074631244;-0.052772432;0.033597576;-0.089448492;0.033319269;-0.034270018;0.033554265;-0.037848366;0.037792241;-0.010284212;0.020869331;-0.029268748;0.028636194;0.020737049;0.024213982;-0.017485812;0.026220527;-0.018548572;0.017214699;-0.00501791;0.007225262;-0.007492845;0.016035753
-0.038039287;0.013908338;-0.044782718;0.007945233;-0.030263389;0.017876298;-0.013695303;0.011477136;-0.016813083;0.006665256;-0.032623015;0.02185486;-0.043003756;0.011704182;-0.091406123;0.001501794;0.02341613;0.017899462;-0.024221479;0.010685703;-0.024979951;0.011209668;-0.017768568;0.031990054;-0.054536398
0.000854349;0.012985499;0.000174916;-0.007112138;-0.000840077;0.004042295;-0.004245185;0.002758143;-0.030670331;-0.007122039;0.001257953;0.009978738;-0.029090338;-0.018388378;-0.004137084;0.006968971;-0.004715892;-0.012558853;-0.011714935;-0.010853065;0.005528849;-0.007937556;0.002881786;0.009143071;0.021039335
-0.004811107;0.011858435;-0.012506106;0.021396911;-0.004541671;0.007488613;-0.005879782;0.01404071;0.002040817;0.003886453;-0.00137143;0.005915357;0.002133951;0.000634678;-0.006690425;-0.009056423;-0.007943205;-0.005426239;0.001245638;0.003566878;-0.001311218;-0.011897211;0.000969362;0.009000915;-0.000126618
-0.029701318;0.01708109;-0.052222944;0.041387474;-0.036530009;0.028655862;-0.020822722;0.049383783;-0.023425118;0.019044933;-0.010416916;0.020532483;-0.028900097;0.025216785;-0.018111431;-0.006201802;-0.026116378;0.012626755;0.002353128;0.017411961;-0.02462813;0.0136567;-0.017516013;0.017868303;-0.034194068
-0.018840338;0.016807332;0.003649403;0.013227127;-0.024486243;0.016619636;-0.018110027;0.009715416;-0.018723225;0.017023529;-0.006165565;0.008569336;-0.00968854;0.009847313;-0.032618987;0.010126124;-0.015574221;-0.001952983;-0.003896459;0.004682672;-0.010394946;0.006155909;-0.014744508;-0.001101211;-0.015984126
0.007875898;-0.012190428;0.052178223;-0.012152974;-0.002210623;0.001682551;-0.016917433;0.003633982;-0.011413932;0.001650289;0.004586167;0.000547914;0.066643078;0.00193447;0.008221416;0.003155861;0.003530196;-0.008047269;0.004896416;0.005955899;-0.004581565;-0.000206816;-0.029275517;-0.002089136;-0.01882872
