Apple;Google;Microsoft;3M;Abbott;Amazon;IBM;Ebay;Nike;GlaxoSmithKline;J&J;Pfizer;Yahoo;Pepsi
-0.010938313;-0.007023424;0.000700315;0.001041828;0.00332654;-0.000479962;0.001035581;0.000889667;0.007822763;-0.002136046;0.001298945;0.006172859;-0.010062978;-0.010894526
0.006386397;-0.003658891;-0.005968071;-0.004304474;-0.002625365;0.004789305;-0.001657386;0.007382286;0.002038663;-0.003033785;0.000648775;0;0.001579094;0.006645562
-0.01776966;-0.004231884;-0.010263725;-0.003535615;-0.001052131;-0.004309343;-0.013568677;-0.011242751;-0.000370296;-0.000357544;0.003561043;0.001537318;-0.016545111;-0.003159077
-0.004329501;0.006137915;0.015181227;0.00627694;0.007167312;0.014056217;0.005345021;0.013006332;0.00443538;0.020177676;0.000484597;0.016000265;0.00128243;0.014917525
-0.021378855;-0.002356256;0.002449695;0.000130379;0.018637122;0.003306569;-0.007764971;0.021212449;-0.010752754;0.017887045;0.006920443;0.007905217;0.006387789;0.003733638
0.013100864;0.016969011;0.004185531;0.005718796;0.006645613;0.063712925;0.013081658;0.009158651;0.013331006;0.012486333;0.010688496;0.01007287;0.006347244;0.002481329
-0.01188269;-0.003104308;0.00416812;0.001553937;0.002036158;-0.002880272;0.009725922;0.002845038;-0.004054502;0.002207268;0.023988027;-0.001485921;0.015070897;0.019024891
0.000553272;0.006766364;-0.008703275;-0.002591307;-0.016577478;-0.001776549;-0.024177917;-0.021537114;-0.004813097;-0.004760278;-0.001860801;-0.004470909;-0.125329391;0.001821971
-0.001439055;-0.009201679;0.003141947;0.006465818;-0.01370709;-0.007809992;-0.005394291;-0.037260432;-0.007637161;0.007131937;0.007884434;0.010770726;-0.028665489;0.001667314
0.007724558;0.022702333;0.011436583;0.002188863;0.010600526;0.006920487;0.003070908;0.00989368;0.000934473;0.004221197;0.00276797;-0.003701004;-0.001819211;0.009345908
0.02753858;-0.007071925;-0.008304511;-0.006063374;-0.011124668;-0.004012511;0.006638909;0;0.000560314;-0.014596254;-0.005698067;-0.023256825;0.015179186;-0.000900721
-0.002891558;-0.003240566;0.000347403;-0.003629755;-0.000699336;-0.000446828;0.033870032;0.007134335;-0.000934025;0.005456092;-0.004023559;-0.007619084;0.005008991;-0.002706648
0.022377529;0.000962827;0.006922804;-0.000389673;0.006798532;0.238620939;0.029709622;0.000296224;0.002053599;-0.000340136;0.002941893;0.006479916;0.001426498;0.008546404
0.035948049;0.006651572;0.003787231;0.044220088;-0.011356819;0.099924151;-0.005534675;0.013237434;0.004094571;-0.006313527;-0.006825996;0.015083205;0.015208109;-0.008546404
0.010867465;-0.004519945;0.034451262;0.01358053;-0.002639222;-0.002871289;0.002672303;-0.001462261;0.005187099;-0.008250288;-0.001090258;-0.004125189;-0.005278914;-0.001808636
-0.001201642;-0.016056899;-0.005994024;0.014849275;-0.002469469;-0.020496094;0.01022726;-0.006753777;-0.004815679;-0.002765297;0.000778924;-0.005653002;-0.010642136;-0.003021682
-0.003312102;-0.00506182;0.015247196;0.010097501;0.006864276;0.011510202;0.009348583;-0.014243595;-0.016284852;-0.004683867;0.005280289;0.004901084;-0.011117238;0.004679698
0.00920652;-0.006889352;0.006884177;0.009641175;0.003152265;-0.013959016;-0.009250731;0.007740498;0.009204498;0.002951682;-0.001239848;0.000376011;0.013966243;0.009293951
9.96E-05;0.015868109;0.011692176;-0.004154532;0.003839589;0.01637386;0.005658019;0.02634036;-0.003746745;-0.004169586;-0.00248452;0.010099244;0.002131404;0.004317747
0.00407531;-0.004468669;-0.01332703;0.001663882;0.015383498;0.016584673;0.001555171;-0.013668877;0.000187708;0.007976512;0.00248452;0.007784988;0.094729329;0.001632896
0.030383854;-0.00820561;0.00489637;0.008513721;0.011087543;-0.03886019;0.001940666;-0.004990499;0.010825003;0.003792402;-0.00341776;0.011017335;-0.019557371;0.000889622
0.010910233;-0.000984927;0.001301692;-0.001767734;-0.001867801;0.016470034;0.001259356;0.01053874;-0.002230051;-0.005175085;-0.008752807;-0.001096254;0.000987037;-0.004902349
0.017175113;0.005213395;0.000975167;0.006817965;-0.002723047;0.016362187;0.010497482;0.018751509;0.003157763;-0.007464682;0.006415795;-0.006971226;-0.006267578;0.000297737
0.004294629;-0.016718626;-0.00651896;-0.008352487;-0.023274896;-0.031189408;0.00287002;-0.032827958;-0.01137748;-0.017046385;-0.025433817;-0.013343452;-0.017356844;-0.012282959
0.012958336;0.011355279;0.010086274;0.010575903;0.008856644;0.01045083;0.012342348;0.009991267;-0.005266177;0.006888714;-0.003686788;0.008915438;0.011715548;0.006759395
0.00568549;-0.010683748;0.002586487;-0.008451758;0.00190008;0.002271622;-0.003876185;-0.008220922;-0.003021721;-0.00264389;0.005445257;0.007002019;-0.024933907;-0.000149742
-0.016968334;-0.008219435;-0.002262778;0.015672789;0.012518172;-0.018319109;-0.00703423;-0.012459343;-0.005500194;0.00264389;-0.012698089;-0.004785579;-0.017206206;0.009833154
-0.001675491;0.031401355;0.00548654;-0.001858474;0.006962827;0.042655884;0.009871945;-0.007490612;0.007767397;-0.000176076;0.01970111;0.008085307;0.013788568;0.017488902
0.019375096;-0.003497339;-0.002900888;0.007644188;-0.003220533;-0.016748186;-0.005303592;-0.00815348;-0.000755163;0.009636501;-0.004928812;0.001463095;-0.022153866;-0.002187721
0.005285714;-0.001359838;-0.004853593;0.002650275;0.008957898;0.018012777;0.025130249;-0.008526209;0.005649714;0.006257643;0.010780003;0.00291971;0.040471916;0.014351265
0.017658107;0.000595112;0.007110534;0.001839458;-0.013552585;0.076024497;-0.008836006;-0.001224021;0.026500207;-0.081748066;0.001575579;-0.000729165;-0.013536586;-0.006497806
0.01383487;0.011115213;-0.011661875;0.00823616;-0.016162592;0.008456006;-0.003181476;0.012173035;0.008196039;0.014004524;0.00094417;-0.001825115;-0.014759149;-0.005228785
-0.005741314;-0.003979647;-0.003590701;0.001821114;-0.008355025;0.001740688;-0.010552152;-0.005459492;-0.00563896;-0.011375414;0.003610947;-0.001096728;-0.010777055;0.000291264
-0.019680366;0.00075929;-0.013498147;-0.009023992;-0.013196279;0.005059613;-0.015558993;-0.005183851;-0.006404981;-0.013785508;-0.005185038;-0.002196962;-0.007015146;-0.003500149
0.026126046;0.01918937;0.010222678;0.002292219;-0.001595269;-0.011602668;0.011763183;-0.001835894;-0.003494293;-0.003047041;-0.004578851;0.009122486;0.005965977;0.005390892
0.0064044;0.007397303;0.010119264;-0.000458033;0.004954748;0.015632016;0.006916546;-0.007377869;0.008073475;-0.007082028;-0.002217998;0.001089054;-0.006318027;-0.004952625
0.037924887;0.023314177;0.010339349;0.007076062;-0.014401578;0.003297788;0.0095847;0.024685088;0.01828931;0.01259799;0.002692676;-0.0054575;-0.000704509;0.001313346
0.02017073;-0.001384803;-0.013592442;0.000341111;0.009091844;-0.010359834;-0.003090922;-0.020067564;0.018137055;-0.010295629;0.000790561;0.002914392;0.011212521;-0.003506183
-0.023290815;0.004988402;-0.003263743;0.005329124;-0.000887742;-0.008132444;-0.000562982;-0.008946535;-0.001057846;-0.017398487;0.002210295;0.006887829;0.002783579;0.005400217
0.024445384;0.013241319;0.004240718;-0.004079326;-0.012151518;0.026476309;-0.002913928;0.008332127;0.009480426;0.010282407;0.002991861;-0.005797118;-0.00662373;-0.005693016
0.01098375;0.022946481;-0.004567675;-0.006950418;-0.002340242;0.044846885;-0.003678101;-0.026468928;-0.005958675;0.001735629;-0.004570129;-0.008759143;-0.012671764;-0.010152298
0.007876254;-0.001137863;-0.009528542;-0.009650764;-0.013608116;-0.018638349;-0.032944079;-0.016545112;-0.020959915;-0.008514041;-0.006497115;-0.018125149;-0.028383403;-0.00831613
0.003471781;-0.006174259;-0.022367815;-0.020292311;-0.013981202;-0.003464287;-0.00597427;-0.018129341;-0.029325497;-0.002334612;-0.01441181;-0.018840044;-0.016905989;-0.010643981
0.003379541;0.000834409;0.014412785;0.012410943;0.005726539;0.016520158;0.012398235;0.026117881;-0.021297256;0.004469933;0.002094595;0.008710489;0.015082096;0.003911001
-0.035151599;-0.00808309;-0.000998801;-0.007474912;-0.004245326;-0.028670339;0.001454273;0.002225371;0.008273891;0.016348052;0.002250789;-0.005672127;-0.001461418;-0.008594097
0.001579615;-0.012931862;-0.005678986;-0.003052744;-0.01340822;-0.015576611;-0.008562078;-0.016973955;-0.003940393;-0.007275487;-0.007091053;-0.009908617;-0.011029561;-0.000151465
-0.024215063;0.000930657;0.017928734;0.024967923;0.015809923;0.011634623;0.007592823;0.016656344;0.005437362;0.006321216;0.005644689;0.009149854;0.012125815;0.005437259
0.010582008;-0.004761504;0.004268632;0.002634398;0;0.0147031;0.007054143;0.004121135;0.00373274;-0.0044015;0.004332848;0.001516838;-0.002926118;0.007503037
0.014629311;0.006047216;-0.000983445;0.002855676;0.009733076;0.006373861;0.011869557;0.013511628;-0.004855322;0.011631383;0.005111;0.003026866;0.000366233;-0.003144406
0.037383823;0.018235926;0.000655738;-0.000570426;-0.003295137;-0.007904083;0.00228121;-0.012563043;0.003923461;-0.005131628;-0.007034369;-0.00796511;0.029228204;-0.001350702
-0.011497662;-0.00172894;-0.001640184;0.002279949;0.0025636;-0.028525007;0.011046687;-0.008570026;0.01609207;0.002283937;0.001442822;-0.00190589;-0.017579;-0.011934472
-0.017210122;-0.008474352;-0.014883655;-0.008462006;-0.007342221;-0.010222536;-0.004705891;-0.008001323;-0.01609207;-0.003809452;-0.00610635;-0.019260997;0.001085223;-0.00426449
0.019149087;0.008085354;0.006973264;0.003782479;-0.008882191;0.008215079;0.005644399;0.000321189;-0.00093273;-0.002866739;0.001127668;0.008134889;0.000361468;0.005479466
-0.00729049;0.020922911;-0.024452701;-0.011274901;-0.01762646;-0.011694308;-0.02047073;0.020035685;-0.011827811;-0.00807072;-0.022469213;-0.021053449;-0.01053601;-0.015603743
-0.005380318;0.004637066;0;-0.002084782;0.022262523;-0.002908626;0.006299496;0.005964576;0.016111251;-0.003285383;0.006237725;0.000787751;0.009451179;-0.00324298
-0.02223319;0.00537028;0.001016777;-0.001972936;-0.001481042;-0.017335544;0.002186039;-0.009750101;0.000185803;0.009823791;0.008797727;0.007452476;0.00252936;0.000154698
0.018548159;-0.007515108;0.011786666;0.012124102;0;0.009733095;0.000948928;0.013810734;0.079785424;0.009538417;-0.00324941;0.000781289;-0.00470245;0.007856375
-0.010971469;-0.002435056;-0.001340067;-0.003218752;-0.004642931;0.010946618;0.004920031;-0.003747787;0;-0.004185642;0.000813323;0.000780562;-0.012037351;0.001226837
0.012201363;-0.004409659;-0.012141836;-0.00069105;-0.003169726;-0.006991944;-0.006628784;0.006860052;0;-0.001526465;0.001949302;-0.002343712;-0.004413431;-0.006149166
-0.0064119;0.014586016;0.009120178;0.013845395;0.014276827;0.017389178;-0.00228287;0.004650543;0.001885355;0;0.00372559;0.006237837;-0.010001861;0.006915202
0.04758779;0.007438683;0.009370885;-0.000682028;0;-0.002301224;0.014840293;-0.005583172;0.009882479;0.003621504;0.001615558;0.003104349;0.005198638;0.004431102
0.042942841;0.013550733;-0.000999833;-0.002048948;-0.001658537;-0.010421197;0.013698215;0.003725524;0.006253684;-0.008598505;0.005312707;0.003480994;-0.000370439;0.004867051
-0.003395566;-0.004125714;-0.000667145;0.003980206;-0.004250034;0.003485813;0.009028954;0.034118419;0.005377261;-0.005966758;-0.002411351;0.000771903;0.004067301;0.004692311
-0.015002307;0.005841256;-0.003342182;0;-0.00538481;0.043966227;-0.00055044;0.006567248;-0.009936857;-0.00231927;0.009451412;-0.00154444;0.003683282;-0.002570471
0.015380172;0.001436618;-0.018243783;-0.010152371;-0.014817782;-0.02515062;-0.003125039;-0.021047079;-0.010720786;-0.002712635;-0.008325376;-0.011659635;-0.00849191;-0.002728928
0.000302191;0.002077595;0.00544034;0.007538539;0.005464976;0.006382604;0.00431729;0.020451781;0;0.003292942;0.010555031;-0.005095014;-0.010436099;0.003636888
0.012609932;0.001578201;0.019476774;0.023059377;0.010283318;0.028708743;0.001648512;0.018874079;0.017132096;0.017825101;0.007922716;0.020611229;0.010065248;0.012476689
0.026933217;0.012446761;-0.008348688;0.003219553;-0.009719861;0.031241935;-0.006241998;-0.008213569;-0.007596914;-0.001901465;0.001104172;-0.002698017;-0.014195196;-0.001345452
0.002682785;0.001502065;0.007017606;0.007178804;0.005992664;-0.0189534;0.009713317;0.012876941;-0.003905243;0.01604864;0.005816239;0.006539742;0.00450455;0.002092051
0.005848217;0.003628211;0.024668246;0.002308316;-0.003179211;0.001356103;0.010071246;-0.004079289;0.011333996;-0.005069957;-0.01675394;-0.004611884;0.030612753;-0.008846238
-0.005703405;-0.009959285;0.004538063;0.004382139;0.005789656;-0.006389812;0.002794728;-0.005856532;0.003861316;-0.015748319;-0.008644219;-0.032494542;-0.049516907;-0.00407463
0.013519572;-0.00165745;0.018901732;-0.003394528;0.01147962;0.000409054;0.042131894;-0.016284595;0.002510285;0.012920567;0.003049974;-0.005586567;-0.006509692;-0.010030419
0.026433299;-0.053291837;-0.011169735;-0.010585599;-0.027056452;-0.023728539;-0.009104004;0.000895152;-0.022138665;-0.006249466;-0.009663435;-0.003607941;-0.026471027;-0.012294653
-0.000347894;-0.014739316;0.000962342;0.007289672;0.019665393;0.001534505;0.013582103;-0.013209469;0.014925684;-0.010695232;0.00339283;0.005207342;-0.014302985;0.029256972
-0.063268174;0.002902983;-0.012582905;-0.013070644;-0.026497897;-0.035325299;-0.001806055;-0.000906969;-0.017834936;-0.015090304;-0.008585118;-0.005609069;-0.006020488;-0.004967929
0.017417313;-0.008283209;-0.002926356;-0.00078076;-0.004007317;0.218714987;0.016477088;0.015010789;-0.008951618;0.025595586;0.000975577;-0.00442916;-0.006462058;0.030616122
0.061729682;-0.00345856;-0.024057809;0.004786562;-0.023407687;-0.025502269;-0.013382964;-0.015918672;-0.01621233;-0.02696102;-0.00930695;-0.025752536;-0.026690108;-0.021900906
-0.014835594;0.007628339;-0.019876046;0;-0.020965999;0.000357025;-0.007839764;-0.014024621;-0.025994039;-0.031729788;-0.019714032;-0.015019014;-0.022728293;-0.017811671
-0.016966118;0.008210187;0.000340228;0.001442568;0.015667444;-0.016073322;-0.009559524;0.001227371;0.024938966;-0.004037982;0.005006686;-0.001261872;0.005519054;0.003648499
-0.070822867;-0.011909264;-0.014043731;-0.014070606;-0.002561564;-0.051611504;-0.034377369;-0.006460536;-0.006884995;0.032835543;0.007132816;-0.010577632;-0.015788721;-0.004257899
0.024292752;0.005748204;0.010636539;0.001685511;0.00511621;-0.015784774;0.012483875;0.01166012;0.007940068;0.010322401;0.00757453;0.005091186;0;0.012268188
0.010976529;-0.003769715;0.007480518;0.000561232;0.005090148;0.030571748;0.010565216;0.007900406;0.000878331;0.004832328;0.001147635;0.009267168;0.004720069;0.005703978
-0.034586439;-0.015799017;-0.019152467;-0.01765956;-0.00234624;-0.037190357;-0.011904938;0.008438839;-0.007933069;-0.016526147;-0.007896077;-0.014358355;-0.019015309;-0.005102007
0.02545999;0.013820528;0.019829778;0.002395473;0.038964985;0.028243173;0.017716825;0.038273676;0.017022452;0.024783515;0.028491956;0.025200871;0.002179081;0.030229016
-0.001627883;0.011734874;0.000338399;0.002957932;0.021970572;0.001770571;-0.003165951;0.036027214;0.010213886;0.003626977;-0.003537502;0.009905116;0.020255034;0.009442969
-0.007582626;0.018737268;0.015113672;0.001362277;0.03617025;-0.017334107;-0.004856272;0.022590466;-0.02529131;0.005321145;0.006582668;0.010621056;0.018178475;0.011215042
-0.058542061;-0.021240366;-0.0236099;-0.014742293;-0.02463502;-0.048333826;-0.020116006;-0.003274191;-0.049055151;-0.005892936;-0.026923455;-0.019282731;-0.002936944;-0.020804015
