Apple;Google;Microsoft;3M;Abbott;Amazon;IBM;Ebay;Nike;GlaxoSmithKline;J&J;Pfizer;Yahoo;Pepsi
-0.008715967;-0.000241593;0.02926122;0.03884443;0.028615368;0.041279282;0.013067448;0.016341323;-0.024588925;0.05317136;0.038941826;0.029493559;-0.134760146;0.009255179
-0.024316066;-0.03804003;-0.009345909;0.001849207;0.001445448;-0.01535814;-0.028213862;-0.034411927;-0.029576996;-0.021834407;-0.003493358;-0.015541317;-0.027421743;-0.013640295
-0.011644485;-0.023230285;-0.004705797;-0.04037297;-0.003798886;-0.045596755;-0.01356488;-0.04933736;-0.049134253;0.010319023;-0.007694903;0.01018888;-0.044796465;0.008569676
-0.050310788;-0.067947681;-0.043380392;-0.048277344;-0.0122188;-0.108003749;-0.03693182;-0.059188871;-0.028878041;-0.041930409;-0.027753565;-0.057684702;-0.093197875;-0.03660982
0.067778917;0.069936298;0.045736059;0.08061198;0.047303633;0.077967533;0.05454235;0.112892978;0.096395543;0.021722277;0.082483482;0.055296641;0.075419629;0.045826438
-0.066448212;-0.006622752;-0.057629163;-0.021492693;-0.037080752;-0.073406272;-0.047170492;-0.108026788;-0.048861842;-0.026675507;-0.046368664;-0.027266093;-0.030043224;-0.037947913
-0.02354635;-0.032454437;-0.037586904;-0.036496897;0.004711101;-0.05060021;-0.036123298;-0.012210164;-0.004739302;-0.0180938;-0.013074256;-0.022361242;-0.017716081;-0.010329681
0.019882721;-0.009037091;0.015408676;0.022282764;0.022344301;-0.032000684;0.033006283;0.007343974;0.007100579;0.043963206;0.026965665;0.022975304;0.083005245;0.003204187
-0.041095487;-0.059713055;-0.070194988;-0.056241015;-0.036911157;-0.07003397;-0.052687621;-0.050865572;-0.061911878;-0.059533203;-0.04655912;-0.045847965;-0.234025052;-0.019765011
-0.069580752;-0.076444366;-0.042440761;-0.034271249;-0.079569165;-0.022859779;-0.057290094;-0.045502077;-0.005260138;-0.074305452;-0.040556739;-0.074009104;-0.021006853;-0.03535864
0.025634579;0.010996495;0.115689136;0.076419555;0.02297158;0.077954407;0.042838348;0.07250794;0.093411397;0.009481552;0.044506242;0.081053642;0.047991761;0.082044446
0.11829416;-0.01919761;0.050047648;0.03147336;-0.014467773;0.11534486;0.064763884;0.063705618;0.049704711;0.052191002;0.012940807;0.023337608;0.083722339;0.01941104
-0.023402385;0.091297661;-0.034418392;0.005989001;0.008627787;-0.007320873;0.009468153;0.00623055;-0.020681371;-0.006376891;-0.006960388;-0.006253991;-0.013806925;-0.03027771
0.045217563;0.034977591;0.024704814;0.035048048;0.002924246;0.041096904;0.012567884;0.045531311;0.077276564;-0.025921953;-0.007352363;0.008122506;0.04940472;0.017075601
-0.024832097;0.002974139;-0.013264798;0.015357061;0.019661213;-0.029081163;-0.000857475;-0.026307343;0;0.027374808;0.005305994;0.022154752;0.084250796;0.031714581
-0.041195242;-0.096577384;-0.08297304;-0.070883657;-0.043697181;-0.05363796;-0.059323335;-0.071007739;-0.103380214;-0.072857943;-0.057078082;-0.072564148;-0.069241134;-0.055479189
0.039034735;0.033712278;0.028603591;-0.024187479;0.035648261;0.017634501;0.037518679;0.080860035;0.040605355;0.048462964;0.026749097;0.047293158;0.068371946;0.014987828
0.036421704;0.01558078;0.036908391;-0.002467748;0.022451323;0.093122795;0.010342152;0.027521261;0.039213024;0.007705966;0.008585212;0.036768908;0;-0.006818399
-0.047951057;-0.018383569;-0.038999296;-0.026200915;-0.021297803;0.04561476;-0.040863265;-0.017018613;-0.000961797;0.006767688;-0.020088781;-0.021283928;-0.039916607;-0.03289461
0.027939889;0.034570772;0.038999296;0.011933901;0.013743501;0.01966998;0.039871054;0.040941465;0.026212346;0.048929886;0.035839864;0.01706312;0.053733753;0.019678913
0.059071445;0.061852171;0.055787408;-0.042145571;0.003217702;0.063229687;0.051628329;0.021262318;0.051696252;0.016890807;0.009230835;0.022701155;0.045271771;0.004300259
0.003403757;0.012695854;-0.019707439;-0.021669111;-0.018114724;-0.003117088;-0.025904152;-0.005625894;-0.059223593;-0.018288125;-0.016469732;-0.027546713;-0.000820008;-0.025126438
-0.018661983;0.009271519;0.000485368;0.024105997;-0.008696554;-0.030710665;0.002053749;-0.027888829;-0.047185842;-0.008988797;-0.00017303;0.006053348;0.094638763;0.014057945
-0.033231152;-0.028242999;-0.057929322;-0.042257326;-0.009556688;-0.029609125;-0.027901944;0;-0.035678479;0.017897653;0.007755334;-0.000603743;-0.051293294;-0.005675365
0.033841922;0.050466874;-0.004637988;0.016190352;-0.005501925;0.06031979;0.019904761;0.03421574;0.013048075;0;-0.01731645;0.021506266;0.032460346;-0.012984716
-0.036476959;-0.016251148;-0.016667052;-0.007343097;0.017384925;-0.04796128;0.006910375;-0.025551426;-0.024191422;0.007180312;0.009734146;-0.017288121;-0.032460346;0.007467704
0.007151171;0.045955118;0.054675172;0.047222446;0.029009807;0.074531981;0.042922058;0.086711787;0.02964543;0.041504232;0.030493752;0.042960534;0.048303756;0.033577215
-0.067960519;-0.031352174;-0.022631139;0.004448288;-0.020909351;0.010396067;-0.006502647;-0.009937147;0.019944818;-0.023505382;-0.013853897;-0.006356623;-0.01888987;0.002211223
0.003023677;-0.015859101;-0.018481071;-0.032442831;-0.001345681;-0.02090135;-0.021668253;-0.027676489;0.039683907;-0.013331772;0.003566328;-0.007564714;-0.03019974;0.006969892
0.006353474;-0.000354581;-0.009370084;-0.001588282;0.005371416;-0.010034839;-0.005730711;-0.011011812;-0.027514983;0.006552085;-0.002546076;0.010459015;0.024078833;-0.011397164
-0.048490176;-0.043018092;0.00313311;-0.004425178;0.008382567;-0.033928323;-0.018488824;-0.024519548;-0.043051688;-0.02145294;0.001528403;-0.006960527;-0.053598328;-0.006305659
0.007436718;0.003058102;0.005200272;-0.016635748;-0.004754258;0.024575196;-0.01709864;-0.03463557;-0.023491685;-0.003620697;-0.004251346;-0.008769363;0.005652013;0.007783546
-0.01563448;0.01640718;-0.005721784;0.001081684;0.003615248;0.00702299;-0.000993061;0.002200221;0.024102557;0.005564872;-0.002047067;-0.001175147;-0.008084118;0.006807183
0.009013863;-0.008585999;-0.002088826;0.004315037;-0.002662575;0.006587895;0.010009413;-0.003669656;0.012741542;-0.003613652;0;0.005277057;0.00162206;0.000366636
0.009279721;-0.009836457;-0.008926287;-0.006660145;-0.00649592;-0.04705349;-0.000984156;-0.01481516;-0.016616371;-0.002230221;-0.007025973;0.011049894;-0.037989705;-0.009021528
-0.003701577;0.018950529;0.019844046;0.031991338;0.018798555;0.027158139;0.02791447;0.040941465;0.015208648;0.016332432;0.01738871;0.026257158;0.007547206;0.014869498
-0.010953279;0.014866978;0.00515736;0.006451125;0.003942616;0.01019219;0.007274506;0;0.026021947;0.023070694;0.011092618;-0.002256121;0.019032432;-0.002006403
0.061348058;0.043474752;0.044764777;0.028272216;0.00355364;0.058327815;0.037432212;0.048926531;0.039597735;-0.008081913;0.013612428;0.031130975;0.05190786;0.021673252
0.041337574;0.02072851;0.009302393;-0.011725838;-0.017326381;-0.005534048;-0.006314999;0.007475468;0.007136143;-0.016087599;-0.009942136;-0.006038997;0.000777907;-0.006632685
-0.016631535;0.018154557;0.011628038;0.011725838;-0.033220291;0.059252654;0.02738033;0.02738061;-0.02041655;0.037231088;-0.006013046;-0.020022972;0.010827639;0.001797
-0.021845133;-0.036738025;-0.062100904;-0.019103412;-0.005514237;-0.020430439;-0.016269729;-0.039642344;-0.036962037;0.020705786;-0.009426059;-0.017569112;-0.022560272;-0.033035251
0.018399071;0.009827016;0.03078724;0.008744196;0.010997843;0.016937578;-0.006972664;0.00546823;0.018262658;0.017740612;-0.001862057;0.009106494;0.027930442;-0.011947109
-0.023135057;-0.031614711;-0.030274814;-0.014443167;-0.000585914;-0.029291204;-0.028859381;-0.033267171;-0.035251135;-0.008702384;0.000508156;-0.011969308;0.004580161;-0.01285219
-0.021424576;-0.00758259;-0.002564813;-0.011496381;-0.021931272;-0.066859115;0.011853927;-0.01276606;0.010227664;-0.011375588;-0.012096561;-0.004597709;-0.071825735;-0.022702033
-0.010772934;0.005199253;0.017816761;-0.014647787;0;-0.009093552;-0.004326262;0.008528766;-0.012447441;-0.026611977;0.008533931;0.013161792;-0.009868501;0.016213461
-0.027509838;-0.043400959;-0.037526891;-0.021745829;-0.011855729;-0.059252849;-0.025516059;-0.089523705;-0.059299699;-0.024325578;-0.015241309;-0.020098294;0.025297147;-0.021872584
-0.023117597;-0.006600429;0.007826807;0.002359079;-0.005066364;0.059058428;0.011117214;0.039458914;0.006623184;0.001367027;-0.005710875;0.008663006;-0.066635804;-0.011217259
-0.012672875;0.002271741;0.024134625;0.022404379;0.014121649;0.002911795;0.009465227;-0.01348335;-0.003412973;-0.003558154;-0.003128805;0.00630561;-0.001724138;0.016487125
-0.051465925;-0.058118735;-0.064437004;-0.045322241;-0.014528294;-0.063001957;-0.035234262;-0.055031319;-0.058516803;-0.02246042;-0.012085251;-0.017291439;-0.051338707;-0.018468089
0.057520654;0.069433597;0.047552489;0.005917251;0.061485272;0.042439224;0.108988899;0.056538403;0.033856263;-0.017824804;-0.006895952;0.016147928;0.051338707;0.000198255
0.064629064;0.011220953;-0.124578409;-0.003324121;0.013101802;-0.011942857;-0.014877105;-0.129237622;-0.000657224;-0.013507836;0.009008239;-0.015566818;-0.027111411;-0.001785912
0;0.057683966;0.005246296;-0.021691183;-0.00378003;0.013722041;-0.006460281;0.027885203;0.001095148;-0.013692887;-0.015952093;0.013849154;0.003539827;0.005348156
0.014382293;-0.002559489;0.024692498;0.012399163;0.023208885;-0.019948796;0.023304385;-0.010892441;-0.000218982;0.03657718;0.010309334;-0.108868789;-0.01333946;0.015680428
0.012086392;0.023225248;0.001700255;0.007996342;0.006270683;-0.024269612;0.000654873;0.018364373;-0.003509545;0.010969003;0.017355191;0.010804045;0.015104685;0.004269384
0.037532118;0.050558487;0.021289375;0.026141622;0.010425527;0.038871331;0.033894235;0.050796976;0.044900681;0.010573304;0.017571511;-0.024313418;0.076372979;0.007716126
-0.012820699;-0.015462944;-0.025261011;0.020184682;0.008154423;-0.007174224;-0.024663589;-0.037649621;-0.034408694;-0.038944001;-0.004792923;-0.020943174;-0.041707463;-0.006941813
-0.03134641;-0.01405028;-0.028252095;-0.05003759;0.000541092;0.162458928;-0.009339772;-0.018954008;-0.016221355;0.014569548;-0.010175133;-0.036367644;-0.000852152;-0.028458402
0.015195162;0.006007963;0.041803968;-0.06074086;0.002342423;0.038847962;-0.007887016;0.017320021;-0.018287753;-0.004263102;0;0.02103912;0.035179507;-0.001992807
0.015936171;-0.000352371;0.0368883;0.019949811;0.025056543;0.03912633;0.027657562;0.048673271;0.041227023;0.03470813;0.015309545;0.020605581;0.042696779;0.027350431
0.006111626;0.007462142;0.007002399;-0.0156131;-0.018956861;-0.040599222;-0.006977657;-0.018868406;-0.011294647;0.007400363;-0.010640275;-0.042330808;0.024923408;-0.000582429
0.030632363;0.030775175;0.021768951;0.013868745;0.011027994;0.034130792;-0.004534644;0.047277305;0.030546621;0.020006128;0.002584683;-0.004815971;0.038480795;0.016564246
0.033237855;0.048450908;0.032044033;0.016163523;0.010908053;0.051965795;0.039570211;0.031299127;0.030874354;-0.006444759;0.006859862;0.023177588;0.008843094;0.022290327
0.027594135;0.019972682;-0.011253264;0.032303316;0.001748236;0.002401262;0.007048132;0.016011987;-0.018870441;-0.003508221;-0.000170891;-0.008798703;0.019615594;-0.040020566
-0.046729075;-0.054972642;-0.033476034;-0.05762596;-0.025833078;-0.052311541;-0.037355104;-0.036768848;-0.058624866;-0.016628459;-0.030723583;-0.044482663;-0.086357569;-0.037643133
-0.010377725;-0.001311803;0.021574108;0.004102751;-0.001614443;0.016293593;0.020061247;0;-0.016562554;-0.024486504;0.01052091;0.021793481;-0.009456335;0.021570679
0.024989846;0.013895799;0.002599482;-0.026072976;0.007690147;-0.006079031;-0.000946265;0.00224467;0.003379478;-0.004800179;0.007818596;0.018601983;0.00237248;0.027094514
-0.001108724;-0.014901828;-0.008865769;-0.011067685;-0.021428644;-0.011004686;-0.013022301;-0.014302088;-0.023439439;-0.009956048;-0.011838596;-0.004789609;0.014117882;0.010901896
-0.047817452;-0.04289999;-0.053805338;-0.041311122;-0.018554845;-0.02545563;-0.034364642;-0.06823509;-0.034910445;-0.045622006;-0.019809598;-0.02289382;-0.065993369;-0.01436944
-0.001694061;0.030040929;0.001657056;-0.005922162;0.004994115;0.010966083;0.009221758;0.013704367;0.036980601;0.007749726;-0.002683089;-0.006335818;0.016502025;-0.005612032
-0.0403276;-0.030099303;-0.01165714;-0.001486021;0.004785657;-0.006436016;-0.028598734;-0.02677645;-0.016448859;-0.010746372;0.001789514;-0.009223194;-0.019835361;0.012918371
0.00615928;0.011058185;0.005012542;0.003816799;-0.007927268;0.030365579;-0.001575501;0.001643468;0.002799139;-0.023380479;-0.023151658;-0.023072401;0.013267193;-0.014472032
-0.047721623;-0.048464053;-0.044881206;-0.039720309;-0.011728508;-0.034247227;-0.051062119;-0.054842928;-0.031230335;-0.019857898;-0.018467745;-0.032619645;-0.014102266;-0.025392585
0.037250378;0.045573427;-0.002326877;0.042889926;0.024783851;0.061129689;0.023775775;0.023994381;0.031463222;0.008736374;0.016452889;0.02382838;0.063127752;0.029852963
0.010032541;-0.011090374;-0.012306104;-0.016807139;-0.020672367;-0.029234145;-0.005803847;-0.006797052;-0.018569037;-0.03766861;-0.010691383;-0.038249882;-0.021403909;-0.01875053
-0.021847257;-0.013140589;-0.032357467;-0.006025389;-0.058366175;-0.021738246;0.035115393;-0.024159933;-0.02693125;-0.026807751;-0.028573373;-0.029482353;0.039282348;-0.02596517
0.00134456;0.002399399;-0.016580054;-0.018956946;-0.066200561;0.038548012;0.033815354;-0.051983029;0.012112551;-0.001658133;-0.047646634;-0.031190053;0.019077267;-0.026241749
-0.015458745;-0.032567032;-0.022543221;-0.059360551;-0.006357307;-0.044178172;-0.032916557;-0.034631539;-0.043554702;-0.051764978;-0.042490093;-0.054247759;-0.050378727;-0.027162446
0.004877816;-0.005148268;0.005683628;0.006514658;-0.026277369;-0.004689167;-0.014478321;-0.007648126;0.007267317;-0.011601466;-0.005860189;0.017850028;-0.006379607;0.033994104
0.031193317;-0.020360789;0.015000343;0.038667565;0.029249015;0.049175934;0.019407142;0.036744595;0.060551183;0.02203268;0.030186271;0.051714436;0.051453282;-0.018112351
-0.025888897;-0.042532344;-0.05417068;-0.052915173;-0.024459344;-0.000617395;-0.022716635;-0.032913173;-0.063301529;-0.019560526;-0.029556767;0.01350835;-0.049056157;-0.034843688
-0.040662476;0.009540813;0.000654665;-0.016125462;0.018293824;-0.04872066;-0.019274704;-0.00287219;0;0.01366285;0.006273609;0.004724418;0.040662365;0.024283927
-0.026009458;-0.059003549;-0.008544252;0.005721064;-0.005131425;-0.019643732;-0.027528408;-0.015459245;-0.034903531;-0.052502684;-0.028975338;-0.007886476;-0.030340717;-0.027770529
0.064305358;0.057706431;0.084146993;0.078157668;0.007048909;0.082773011;0.044170443;0.077718084;0.075865775;0.028557842;0.025006623;0.035773644;0.044039561;0.017098068
0.044682289;0.031116695;0.037515622;0.028390616;-0.054906829;0.042166425;0.015580039;0.046642858;0.0428099;-0.006435489;0.002508425;-0.023184964;0.012021182;0.01744354
0.038834738;0.017523572;-0.00586174;0.025317829;0.04785792;0.015059667;0.01988669;0.042917819;0.026359172;0.041453074;0.022704752;0.091821266;0.015561633;0.018180482
-0.004368667;0.00274707;-0.02139119;0;0.004278107;-0.013747485;-0.000442587;-0.01744955;0.001792472;0.002062634;0.03292146;0.03641859;-0.006639641;0.006810428
-0.005330538;-0.014687212;-0.024317308;-0.011103057;0.021120065;-0.024335601;0.00947248;-0.031505373;-0.017160006;0.011268686;0.001775693;-0.027188848;-0.021699318;0.002259909
0.043476162;0.047793243;0.039220713;0.02681231;0.026602192;0.063203204;0.018357143;0.048954922;0.033590261;-0.006130843;-0.000197122;0.007743791;0.056611954;0.010614511
0.018491451;-0.00670227;0.003543949;0.00898338;-0.010432815;-0.001402497;-0.010386407;0.006568168;0.011168363;0.002388672;-0.001183685;-0.000701508;-0.041596657;0.004457078
0.000984572;-0.009531906;0.010557283;-0.03579569;-0.022879558;-0.016272054;0.007692005;0.001635242;0.012551604;-0.011655943;-0.011914339;-0.039361074;0.023565155;-0.009750209
-0.000295271;0.000666562;-0.004678371;-0.032979455;0.000210498;-0.00199913;-0.001620155;-0.012330613;-0.032345477;0.005159083;0.031654998;-0.005122587;-0.010241494;0.020806689
0.058032998;0.05434779;0.071802578;0.07121118;0.025338989;0.077268089;0.06486948;0.077175542;0.056145985;0.021382148;0.029744844;0.028211636;0.035395533;0.031679993
-0.010833128;-0.004110624;-0.022063774;-0.020898138;-0.048318595;-0.037338443;-0.004162191;-0.034271346;-0.043345147;-0.01590834;-0.010006673;-0.007158227;-0.03319208;-0.001938775
-9.39E-05;-0.008969407;-0.002792574;0.014796838;-0.009298616;-0.005646954;-0.003566944;0.006319137;0.016745004;0.02626417;0.003031454;0.02413176;-0.005886698;0.018077454
0.031246737;0.026444145;0.051768629;0.040185297;0.009083311;0.017660805;0.008438031;0.031010315;0.026180042;0.015171762;0.000756449;0.008379937;-0.014870162;0.013064637
-0.02787183;-0.0159492;-0.037883373;-0.013812315;0.003224079;-0.043970817;-0.048005869;-0.019268419;-0.01609518;-0.03531343;-0.001324128;-0.023927954;-0.012815856;-0.01459052
-0.022334608;-0.014513823;-0.036510599;-0.033949511;0.027306029;0.01296165;0.003922144;-0.029216529;-0.012459925;0.019476774;0.003401288;-0.024514566;-0.037098536;-0.011518615
0.006011191;0.015548624;0.049661583;0.021755437;-0.003975237;0.027610809;0.024764883;0.006389878;0.013526798;0.032714726;-0.007764456;-0.005856532;0.008624122;-0.006003717
0.033397192;0.017176225;0.049904091;0.018531983;-0.021187189;0.000816633;0.007403653;0.044382527;0.00234319;0.000321802;0.008330283;0.026803488;-0.004694844;0.0142722
0.0363184;0.023473372;-0.001036166;0.028801348;-0.028672909;0.037911589;0.032356791;0.035170104;0.071627735;0.011198325;-0.00132063;-0.015850476;0.015564517;0.012181346
0.028685788;0.019883743;-0.028393126;-0.00038373;-0.028157908;0.023688922;0.013790614;0.050888801;0.026965233;-0.010233508;-0.015601515;-0.016105765;0.029671252;-0.003221263
0.020986976;-0.004173311;0.000533191;-0.000575852;-0.017375873;-0.002305329;-0.006477626;-0.020473712;-0.011634783;-0.024403358;0.000958294;0.011738946;-0.008280062;-0.00037967
-0.029558793;-0.026387946;0;-0.024884701;-0.010199401;-0.032315463;-0.028058333;-0.031150653;-0.027886688;-0.003629801;-0.016222835;-0.014695342;-0.032260862;-0.008006105
0.011412911;0.009297239;0.022662419;0.011352676;0.017323439;0.019280563;0.024408554;0.026145208;0.007592464;-0.006300833;0.001750803;-0.002223046;0.008550382;0.000573979
0.027556917;0.028592813;0.02470527;0.033492748;0.008209472;0.035601769;0.005027316;0.07390321;0.058561759;-0.014070584;-0.000777776;0.005179442;0.041688492;-0.003448959
0.005421432;0.01494812;-0.0040754;0.004132181;0.007917729;-0.010459361;-0.017357243;-0.0263085;-0.002819835;0.009736555;-0.005070175;-0.005179442;0.068151141;-0.011777257
-0.016015125;-0.024632378;-0.012326812;-0.007714762;0.007408571;-0.022029592;-0.006826651;-0.017235864;-0.032915275;0.005331569;0.004291794;-0.010440065;-0.024571261;-0.018226883
-0.005679202;0.02830186;-0.027241077;0.014812327;-0.046935515;-0.033044565;-0.004239851;-0.004181121;0.013718677;0.024295351;0.007756506;0.038239953;-0.00355999;0.028851903
0.0318736;0.024056169;0.04820835;0.018988459;0.000702848;0.033432977;0.025765376;0.006265179;0.031358803;-0.000324412;0.008271683;0.002881846;0.028824491;-0.0015385
0.016090444;0.008963101;-0.028749361;-0.017500622;0.027721784;0.01030277;-0.001578718;-0.00138882;0.015501344;-0.007490672;0.016152332;0.018532248;-0.002775852;0.003266445
-0.023943421;-0.033546407;-0.031211207;-0.034792694;0.004546523;-0.006168931;-0.00832922;-0.023199635;-0.042074074;-0.01781053;-0.010993249;-0.04108686;-0.052061667;-0.04452152
0.010402158;0.00570476;0.019159607;0.025082067;0.006330842;0.014970506;0.018546433;0.016226106;0.017230361;0.028540596;-0.000190641;-0.005164158;0.051366498;-0.010281373
-0.002055264;0.006245687;-0.010066204;-0.004325348;-0.043059684;0.005825001;0.002343113;0.033714856;0.031959864;-0.054157029;-0.024702125;-0.036148514;0.006930035;-0.028153468
0.031512031;0.002159922;0.007427037;0.021442007;0.020033391;0.017646463;-0.011080223;0.117331942;-0.01115289;-0.006164403;0.004289381;0.018237588;0.004822607;-0.001877564
-0.012033799;0.01240037;0.10000795;0.050185893;-0.006246642;0.046655314;-0.013300405;0.009580912;0.00623171;0.007869981;-0.009382477;-0.008317628;0.012295237;0.013069391
0.006676556;-0.009130397;-0.024692613;0.006121541;0.001623399;-0.015992655;-0.001299855;-0.018647218;-0.011023426;0.072938692;-0.001178955;0.024007154;-0.058717074;0.012086616
-0.006676556;-0.005820751;-0.023308767;-0.014047624;-0.003481496;-0.008699922;0.019714394;-0.016529241;0.02661475;-0.031544264;-0.004137509;-0.007440511;-0.018162504;0.018760005
0.009958234;0.020021814;0.015928659;0.017007529;-0.009108934;-0.032187265;0.020391026;0.016529241;-0.048466436;0.00879055;0.007474405;0.002982851;0.027478229;0.008160061
0.005498695;0.011429616;0.000493705;0.00138982;-0.01823201;0.009107368;-0.008009712;0;-0.009295296;-0.002921606;0.025729285;-0.005225842;0.01907511;-0.013771358
0.011143325;-0.005774727;-0.000987654;0.004849386;-0.007916324;-0.019564181;0.013473421;0.002425774;0.008539705;-0.004888359;0.004383027;0.016332954;-0.010552331;0.000602773
0.03725704;0.020838591;-0.002473363;0.010312896;0.039201771;0.010206074;0.014990802;0.013834747;0.043448964;0.011046246;0.022003671;0.029029615;0.002824861;-0.013955187
0.004834121;0.002509405;-0.020010672;-0.000855359;0.012656908;0.026351559;-0.003206983;0.026526814;-0.004897081;-0.0126811;0.011098949;0.02123222;0.038732366;0.012749379
-0.001583583;0.001190396;0;0.012078041;-0.018463434;0.001098249;-0.011688212;-0.002329704;-0.007116151;0.015906845;-0.002763233;-0.026251951;0.007434978;-0.000201086
-0.026305225;-0.017148701;-0.024035981;-0.006275977;0.03861166;-0.033611387;-0.019594344;-0.02419711;-0.028416787;-0.009708782;0.01246579;0.017813082;-0.003372684;-0.004636617
0.0010068;0.026670219;0.005162634;0.022211918;0.006923116;-0.01691832;-0.010780171;0.037519057;0.024931449;0.005189762;0.001638318;0.016807118;0.023373351;0.005239794
0.002937056;0.001594513;-0.005162634;-0.016443307;-0.001335926;0.008431374;0.013797411;-0.00866807;-0.023801775;0.000970121;-0.015950453;-0.017513582;0.025416813;-0.003422897
-0.04055832;-0.022231723;0.029076214;0.007080239;0.011962846;-0.008687943;0.010056167;-0.009329514;-0.041496523;0.033686025;0.016314155;0.053657987;-0.028722601;-0.00627219
-0.040430302;-0.02401991;-0.007063551;-0.044482306;0.001979917;-0.049181591;-0.01629522;-0.054164805;-0.029056771;-0.009103846;0.002723597;0.022517508;-0.039167734;0.007884404
0.028545075;-0.005250701;0.015574241;0.017409911;-0.019306266;0.012324322;-0.011903136;0.040599276;0.028468151;0.014402222;-0.002360026;0.004573677;0.01639381;0.024073559
-0.004320005;0.006430884;0.007944431;-0.000345262;-0.029791428;-0.02030872;0.003161745;0.004148213;-0.023834316;-0.012197087;0.007063327;-0.02174715;0.01011131;-0.010870727
0.033969653;0.017386426;0.018618912;0.022365457;-0.00277416;0.031430191;0.031175129;0.045659477;0.028729088;0.019321292;0.011484049;0.011920671;0.017287665;0.016750771
0.006296786;0.005127434;-0.014177749;-0.003890726;-0.007435148;0.024965619;0.008853406;0.009558746;0.016273121;0.004618853;-0.002858676;-0.005942573;0.000658979;0.008562088
-0.012474573;-0.004270996;0.003440652;-0.013652072;0.004653364;0.001283342;-0.013934172;-0.00899399;-0.02628404;0.010391292;-0.00035791;0.000662032;-0.014598799;0.008681447
-0.013517495;-0.001713534;-0.02786245;-0.028760187;0.005555945;-0.026117277;-0.011891695;-0.03213128;0.012936265;0.012689052;-0.015876159;-0.01870462;-0.006034212;-0.011009266
-0.01362108;-0.00759498;-0.003538038;-0.008524275;0.014210381;-0.004221642;-0.009086096;0.012170594;0.020432515;-0.005418436;-0.004008788;0.008727816;0.007370218;0.001552455
0.065405515;0.027224456;0.029435899;0.032289171;0.014236113;0.035711125;0.030256989;0.010315335;0.0330298;0.019133588;0.008906685;0.004002674;0.019828806;-0.005639315
0.01720846;0.002963275;-0.010378201;-0.032824342;-0.004046974;-0.016593101;-0.020101634;-0.035987749;0.004420748;-0.001778335;-0.018999421;-0.02425995;-0.022502604;-0.025077848
0.015068113;0.011863475;0.015771741;0.009059446;0.004719712;0.007108321;0.016954476;0.024519676;0.012783246;-0.006249061;0.005701128;0.002044294;0.009990093;0.019994767
0.005463717;0.016505359;0.021287596;0.009678897;0.010261107;0.004369012;0.01507349;0.016018706;0.034596853;0.006249061;0.011487062;0.033470326;0.048506114;0.019987063
0.025731904;0.022115422;0.024120394;0.037636593;-0.001777212;0.062862284;0.019474214;0.034582253;0.03800645;0.01472347;0.011177311;-0.028716497;0.045658763;0.020536983
0.001004189;0.004304303;0;0.011236982;0.003772492;0.022384516;-0.014312521;-0.015469923;-0.024426802;-0.007334638;0.007679295;0.014795159;0.0024097;0.041296153
0.010412254;0.007557714;0.015302872;-0.007701344;-0.000664429;0.008792038;-0.003187739;0.000556582;0.005862017;-0.020226746;-0.0008899;-0.006026131;-0.019441803;-0.020066325
0.019600965;0.019795825;0.004591376;0.005865086;-0.008234369;-0.001869195;-0.001503581;0.001668113;-0.010889348;0.002401022;-0.005714301;-0.016932338;0.02124517;0.010083503
0.00644914;0.009134108;0.014100712;0.018048359;0.005126306;0.023574018;0.00852181;-0.008928575;0.012950194;-0.009941398;0.00161045;-0.008919442;-0.000600841;0.001093911
-0.005684231;-0.012569646;-0.004073326;-0.004110834;-0.005573513;-0.013799633;0.002328507;-0.011274133;-0.004987559;0.008441473;-0.005378267;-0.013879473;-0.027415546;-0.013390991
-0.007886421;-0.007205071;0.001359665;-0.00578369;-0.008531492;0.008302642;0.006028873;0.003960401;0.011315053;0.012233481;0.001257523;-0.012658397;0.012887505;-0.012450258
-0.017458047;-0.006956801;0.0210628;0.001986739;-0.004519808;-0.00564297;0.001940035;-0.004527456;-0.027830005;-0.002078047;-0.000718409;-0.005677801;-0.004889985;-0.002246332
-0.002141378;-0.008356573;0.012340439;0.001982866;0.009243766;-0.010448133;0.009644199;0.014080774;-0.007565797;0.039906211;0.006982376;0.040451819;-0.00799752;-0.007335686
-0.021523307;-0.009744303;0.021664625;0.006909026;0.019116022;-0.018967406;-0.010937134;-0.004484313;-0.000176596;0.043035447;0.000178432;0.008846604;0.012887505;0.012755772
-0.006445441;-0.019178095;0.003850272;-0.028095921;-0.015308487;-0.010761816;-0.005467242;-0.022728252;-0.011905996;-0.024925162;-0.023645195;-0.043620622;0;-0.014456292
0.001908626;-0.00184924;0.001280179;-0.015290835;0;-0.012460065;-0.002791506;-0.009818156;-0.010964377;0.011154633;-0.002377271;0.002120892;-0.027195743;-0.010264317
-0.005663171;-0.002021322;0.009760272;0.010728089;0.026256645;0.00606798;-0.002986191;-0.008158554;-0.012732092;0.011031496;0.010562874;0.029229638;-0.022814678;0.011964837
0.00221022;-0.002653083;-0.007630389;0.004562745;0.037191642;-0.012785611;-0.00628135;0.001753932;0.030111317;-0.00247151;0.010631688;0.023051868;-0.016807118;0.028291501
0.026149093;0.014458071;0.023965831;0.001011089;-0.001680199;0.016529314;-0.004146674;0.009302393;0.007079711;0.003841909;0.005362884;0.005347606;0.029546144;-0.010701246
